"nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19"
160,5,360,5,6,6,3,3,2,3,3,5,8,8,7,5,3,5,"Yes",8,5,2,3,"Yes",3,4,1,9,9,"Yes",5,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,8,4,4,1,1,6,108,64.1,2,173,58,"No",9,"Female",38,NA,4,"Yes"
75,5,120,8,7,5,4,3,5,4,5,8,6,10,7,5,7,9,"Yes",8,7,5,5,"No",4,3,2,10,7,"Yes",5,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,10,5,6,2,2,6,26.4,52.8,1,158,83,"No",9,"Female",64,"Legally married",6,"Yes"
120,5,300,7,8,5,4,2,3,3,3,8,8,8,8,7,6,6,"Yes",8,6,3,2,"No",2,4,1,8,8,"No",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,9,4,2,7,3,6,26.4,0,3,180,95,"No",8,"Male",65,NA,5,"Yes"
10,4,120,10,7,7,1,3,2,4,2,3,4,10,3,4,6,5,"Not eligible to vote",7,2,1,1,"No",4,4,1,4,3,"Yes",7,4,7,"Yes","Yes","No",2021,"No","No","No",1,2,7,6,6,7,1,3,13.2,0,4,145,77,"No",8,"Female",50,NA,5,"Yes"
90,5,120,7,4,7,3,2,2,2,1,7,7,8,6,6,6,7,"Yes",8,5,1,1,"No",3,4,1,8,7,"No",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,9,5,5,0,1,2,0,13.2,1,165,100,"No",8,"Female",63,NA,3,"Yes"
596,4,10,7,6,3,1,1,2,1,1,5,3,3,0,0,0,0,"Yes",7,5,4,2,"No",4,3,3,5,5,"No",6,1,2,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",3,2,5,5,7,7,3,5,13.2,13.2,1,157,54,"No",7,"Female",49,"Legally married",4,NA
0,1,NA,2,2,5,1,1,3,2,5,0,0,0,0,0,0,0,"No",7,3,1,1,"Yes",1,5,1,5,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","No","No",9,5,9,1,1,7,1,1,NA,NA,0,153,47,"No",8,"Female",57,NA,5,"Yes"
30,5,600,3,4,6,3,2,2,2,2,7,8,4,2,1,5,7,"Yes",8,6,3,5,"No",2,3,1,8,6,"No",1,1,1,"No","Yes","Yes",NA,"No","No","Yes",7,3,6,3,5,2,6,5,26.4,33,3,164,80,"Yes",8,"Female",37,NA,5,"Yes"
120,2,NA,8,8,7,3,2,3,2,3,5,3,7,2,0,2,2,"Yes",10,2,6,1,"No",4,4,1,10,10,"No",5,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,8,5,5,7,1,2,10,20,1,177,85,"No",9,"Male",62,"Legally married",5,"Yes"
45,5,90,4,5,4,2,3,2,3,1,3,0,2,4,4,6,6,"Not eligible to vote",8,4,4,3,"No",2,4,1,8,8,"Yes",5,3,2,"No","No","Yes",NA,"Yes","No","No",6,3,3,5,5,5,1,6,10,26.4,4,170,83,"No",8,"Male",55,"Legally married",2,"Yes"
120,5,240,1,4,7,2,1,3,2,4,3,1,3,3,4,4,3,"Not eligible to vote",10,6,2,2,"No",3,4,1,7,5,"Yes",10,6,7,"Yes","Yes","No",2016,"No","No","No",10,3,8,5,6,0,1,1,NA,NA,0,158,66,"No",10,"Female",18,NA,6,"Yes"
150,5,60,5,6,5,4,3,3,3,3,7,8,7,7,6,7,8,"Yes",8,4,4,2,"No",2,4,2,6,6,"Yes",8,2,5,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,4,8,6,5,2,3,7,10,85.2,1,164,64,"No",8,"Female",73,"Living with my partner - not legally recognised",3,"Yes"
30,5,120,7,6,6,3,2,3,2,3,3,3,6,3,3,5,5,"Yes",6,7,5,3,"No",4,3,2,6,9,"Yes",8,2,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,6,5,5,7,3,4,0,52.8,3,177,57,"Yes",6,"Female",43,"Legally married",5,"Yes"
5,4,120,8,5,3,2,1,3,2,4,3,4,5,3,3,3,5,"Yes",8,4,2,4,"No",3,4,1,3,3,"No",0,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",5,3,6,4,4,7,1,5,13.2,46,1,184,95,"No",7,"Male",52,NA,5,"Yes"
45,5,330,7,6,7,3,2,3,2,2,2,4,7,2,2,4,4,"Yes",5,4,4,3,"No",2,3,1,7,4,"No",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",0,1,7,3,4,1,5,3,0,49.8,3,180,67,"No",7,"Male",33,NA,4,"Yes"
60,5,600,7,7,6,2,2,2,2,1,4,4,6,3,3,6,8,"Yes",8,6,4,3,"No",4,4,1,6,6,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,7,2,4,2,4,4,26.4,26.4,3,168,68,"No",8,"Female",35,"Legally married",2,"Yes"
20,4,135,6,6,4,2,3,1,2,3,7,8,8,5,5,7,9,"Not eligible to vote",9,6,5,4,"No",3,5,1,8,7,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,7,5,5,5,1,2,0,30,1,183,65,"No",9,"Male",15,NA,5,"Yes"
90,5,60,7,7,6,3,NA,3,3,3,6,4,6,5,5,4,6,"Not eligible to vote",8,5,6,3,"No",3,4,1,7,6,"Yes",6,5,7,"No","No","No",2007,"Yes","No","No",8,3,8,6,5,7,2,7,20,26.4,2,180,85,"No",8,"Male",69,"Legally married",4,"Yes"
60,5,240,0,7,6,2,1,3,1,2,6,2,6,2,0,1,5,"Yes",9,4,4,1,"No",4,4,1,6,5,"No",0,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,2,4,5,6,6,1,5,19.2,39.6,2,178,110,"No",8,"Male",45,"Living with my partner - legally recognised",5,"Yes"
60,5,540,7,6,4,3,4,4,3,3,6,7,7,5,5,5,6,"Yes",7,6,2,4,"No",3,4,1,8,7,"No",2,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,6,4,4,0,2,6,20,19.2,4,174,NA,"No",7,"Male",32,NA,3,"Yes"
60,5,30,7,7,6,2,1,2,3,2,0,7,8,0,5,5,5,"Yes",8,6,4,4,"No",2,4,1,8,8,"No",0,1,1,NA,"Yes","Yes",NA,"Yes","Yes","Yes",5,3,8,7,6,3,1,7,13.2,13.2,1,160,80,"No",8,"Female",86,NA,5,"Yes"
45,5,540,3,5,2,3,3,2,3,2,3,3,5,3,3,3,4,"Yes",8,4,4,3,"No",4,4,1,4,7,"No",3,3,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,7,5,5,4,2,6,13.2,23.2,1,176,98,"No",7,"Male",47,"Living with my partner - legally recognised",5,"Yes"
60,5,600,8,8,2,3,2,2,2,2,8,9,8,6,5,7,8,"Yes",9,5,2,1,"No",4,4,1,0,8,"No",2,1,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,10,7,5,3,2,7,13.2,10,1,182,78,"No",9,"Male",59,"Legally married",5,"Yes"
15,5,240,4,8,4,3,3,4,3,3,7,8,6,8,7,8,8,"Yes",8,6,5,5,"No",2,4,1,6,4,"Yes",7,3,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,9,7,6,4,3,6,26.4,208,4,171,69,"Yes",8,"Female",24,NA,3,"Yes"
60,5,181,5,6,5,4,3,4,2,4,8,8,8,3,2,7,4,"Yes",9,5,5,4,"No",4,5,1,3,9,"Yes",7,3,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,5,9,5,5,3,1,6,72,126.3,2,191,90,"No",9,"Male",31,NA,5,"Yes"
90,5,960,6,4,3,3,1,3,2,3,3,4,6,1,1,5,7,"Yes",6,5,2,2,"No",3,3,1,6,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,5,8,3,4,1,1,6,43.2,29,4,174,82,"No",7,"Male",33,"Legally married",5,"Yes"
60,5,30,1,5,5,4,1,1,1,2,2,5,9,2,2,4,7,"Yes",8,6,3,4,"No",3,4,1,5,5,"No",1,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,3,5,5,3,3,7,50,100,5,176,100,"Yes",9,"Male",66,"Legally married",6,"Yes"
60,5,420,6,7,5,2,3,2,2,2,4,6,5,4,3,6,5,"Not eligible to vote",7,7,4,3,"Yes",3,4,1,6,6,"No",6,1,1,"No","Yes","Yes",NA,"No","Yes","No",6,2,6,6,5,5,1,5,62.6,39.8,3,180,86,"Yes",7,"Male",20,NA,3,"Yes"
90,3,NA,5,5,4,2,1,1,1,2,3,2,4,3,3,4,4,"Yes",8,5,1,3,"No",2,4,1,8,5,"No",4,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,8,6,6,0,1,6,9.6,26.4,2,161,100,"No",8,"Female",71,"Legally married",6,"Yes"
0,5,180,0,2,0,1,1,1,1,1,0,0,3,0,0,0,0,"Yes",7,7,2,3,"Yes",2,4,1,6,4,"Yes",6,3,3,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,6,3,5,7,1,6,72,72,1,163,92,"No",8,"Female",46,"Legally married",5,"Yes"
150,3,NA,3,7,9,4,2,4,1,1,4,3,3,4,3,4,4,"Yes",6,6,0,3,"Yes",3,4,2,6,7,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,4,2,5,5,2,3,1,NA,NA,0,170,63,"No",2,"Male",78,"Legally married",2,"Yes"
15,5,480,6,2,5,2,1,3,2,3,2,0,4,0,2,4,3,"No",9,7,4,3,"Yes",3,4,2,6,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,2,9,7,5,7,1,6,150,250.5,4,190,81,"No",9,"Male",26,NA,5,"Yes"
45,5,120,8,8,8,3,4,3,4,3,6,8,8,6,4,8,7,"Yes",9,6,6,3,"Yes",4,5,1,7,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,9,6,5,7,2,5,10,50,3,182,81,"No",9,"Male",47,"Legally married",2,"Yes"
751,5,240,3,5,3,2,1,1,1,2,3,2,5,2,2,2,6,"Yes",7,6,2,3,"No",3,4,2,5,2,"Yes",6,3,2,"No","Yes","Yes",NA,"No","Yes","Yes",9,3,4,3,5,2,1,6,0,42,3,169,105,"Yes",7,"Male",43,"Living with my partner - not legally recognised",4,"No"
30,5,120,7,8,5,3,2,3,2,3,5,7,7,4,4,6,6,"Yes",8,6,4,3,"No",3,4,1,7,5,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,7,7,6,7,2,1,NA,NA,0,173,70,"No",8,"Female",27,"Living with my partner - legally recognised",3,"Yes"
60,5,300,5,2,8,2,1,4,3,1,7,5,7,5,5,7,5,"Yes",9,4,3,3,"Yes",2,4,1,7,5,"Yes",8,2,1,"No","Yes","Yes",NA,"Yes",NA,"Yes",10,4,7,5,5,7,1,4,163.2,153.2,3,163,NA,"No",8,"Female",23,NA,4,"Yes"
120,5,540,9,9,7,4,3,3,3,2,7,8,7,7,7,8,8,"Yes",8,6,2,2,"No",3,4,1,8,8,"Yes",6,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",7,4,8,7,7,1,1,2,0,72,1,159,85,"Yes",7,"Female",53,NA,3,"Yes"
30,5,240,1,9,5,1,1,2,3,2,0,2,7,1,1,1,5,"Yes",10,6,6,2,"No",2,4,2,3,3,"No",0,1,1,"No","Yes","Yes",NA,"No","Yes","Yes",6,3,8,5,5,7,1,2,0,6.6,1,172,71,"Yes",10,"Female",47,"Living with my partner - not legally recognised",2,"Yes"
0,5,180,2,3,1,1,1,2,1,2,3,0,0,1,2,1,3,"No",7,3,4,1,"No",3,5,1,6,8,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","No",5,2,10,2,3,0,6,2,72,72,2,150,48,"No",10,"Female",20,NA,6,"Yes"
80,5,60,5,3,3,2,1,2,1,1,2,5,8,3,3,1,7,"Yes",8,4,3,2,"No",3,4,1,9,9,"No",0,2,2,"No","Yes","No",1976,"Yes","Yes","Yes",7,4,7,5,6,7,3,5,13.2,26.4,2,167,81,"No",8,"Female",64,"Legally married",5,"Yes"
120,5,300,4,3,3,4,2,4,2,4,1,2,4,0,0,2,2,"Yes",6,4,4,2,"Yes",2,2,2,7,7,"Yes",3,2,2,"Yes","Yes","Yes",NA,"No","No","Yes",3,2,4,4,5,5,1,1,NA,NA,0,157,62,"Yes",5,"Female",25,NA,5,"No"
60,5,90,5,8,6,3,2,3,3,3,7,7,6,6,7,7,7,"Yes",7,4,4,2,"Yes",3,3,1,9,9,"Yes",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,6,5,5,2,1,4,13.2,13.2,1,169,73,"No",6,"Male",54,"Legally married",5,"Yes"
60,5,30,9,8,7,4,3,3,3,3,5,9,9,6,8,9,9,"Yes",9,7,6,3,"No",3,5,1,5,10,"Yes",8,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,5,8,3,5,7,1,5,13.2,111.6,3,167,58,"No",9,"Female",56,"Legally married",4,"Yes"
30,5,360,5,5,2,3,2,3,3,2,6,3,8,5,6,6,5,"Not eligible to vote",7,6,4,3,"No",2,4,1,7,4,"Yes",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,6,4,5,0,1,5,40,100,3,172,60,"No",8,"Male",17,NA,5,"Yes"
45,5,240,7,6,4,4,4,3,3,3,7,9,8,5,5,7,6,"No",9,6,2,5,"No",3,4,1,8,8,"Yes",9,7,7,"No","Yes","No",2018,"Yes","No","No",6,2,7,3,3,5,1,1,NA,NA,0,169,71,"No",8,"Male",43,"Legally married",5,"Yes"
210,5,600,7,7,7,3,4,3,4,2,7,8,7,5,6,6,6,"Not eligible to vote",9,6,3,3,"No",4,4,1,7,8,"No",3,1,1,"No","Yes","No",1965,"Yes","No","Yes",5,3,8,3,4,3,3,5,39.6,39.6,2,175,85,"No",8,"Male",62,"Legally married",4,"Yes"
60,5,600,7,7,6,2,2,3,2,3,5,6,7,3,3,5,6,"Yes",9,7,4,3,"No",4,5,1,6,3,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,5,8,6,5,3,2,5,0,10,2,178,65,"No",9,"Male",40,NA,3,"Yes"
30,5,180,5,5,2,2,1,1,1,1,5,2,5,7,5,9,8,"Not eligible to vote",3,6,3,3,"No",2,5,3,10,10,"No",0,1,2,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",8,4,10,3,6,7,1,2,0,10,1,175,71,"No",10,"Male",20,NA,4,"Yes"
60,5,480,8,8,6,3,4,4,4,3,6,7,7,6,5,6,6,"Yes",8,5,1,3,"No",4,5,1,7,7,"Yes",4,1,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,8,5,5,2,3,6,19.2,19.2,2,182,78,"No",8,"Male",54,"Legally married",5,"Yes"
10,4,540,10,8,8,3,3,3,3,4,5,7,8,4,5,5,6,"Yes",9,6,6,3,"No",3,5,1,6,8,"Yes",10,3,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,4,8,5,6,7,2,2,0,13.2,1,156,59,"No",9,"Female",55,NA,2,"Yes"
28,5,480,8,9,6,3,1,3,1,3,5,7,6,6,6,3,7,"Yes",8,6,5,4,"No",4,5,1,5,2,"Yes",7,3,3,"No","Yes","Yes",NA,"Yes","Yes","Yes",0,2,9,6,6,2,3,6,22.3,105,4,192,86,"No",8,"Male",36,"Legally married",3,"No"
390,5,150,0,0,2,3,2,3,3,3,1,1,1,0,0,0,0,"Yes",10,4,6,3,"Yes",2,2,3,9,5,"Yes",10,6,7,"Yes","Yes","Yes",NA,"No","No","No",10,5,10,5,5,3,6,1,NA,NA,0,180,79,"No",10,"Male",68,NA,6,"Yes"
10,5,600,0,1,0,3,2,3,1,3,4,2,5,5,5,7,7,"Not eligible to vote",9,6,3,4,"No",3,5,1,2,8,"Yes",8,3,5,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,10,5,4,0,1,2,26.4,9.8,2,158,52,"No",9,"Female",21,NA,6,"Yes"
45,5,120,6,4,5,3,1,1,2,2,2,4,7,4,4,4,4,"Yes",7,4,4,2,"No",3,3,2,2,3,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,2,7,3,5,5,1,1,NA,NA,0,162,78,"No",7,"Female",43,"Legally married",5,"Yes"
90,5,360,7,6,9,2,3,2,3,1,6,4,7,5,6,6,6,"Not eligible to vote",8,7,5,3,"No",3,5,1,3,4,"No",2,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,7,4,5,5,2,5,6.6,100,4,167,57,"Yes",8,"Female",21,NA,4,"Yes"
120,5,180,8,8,8,3,3,3,2,3,5,8,8,5,4,7,6,"Yes",8,6,4,3,"No",4,3,2,7,9,"Yes",7,4,6,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,8,6,5,0,3,6,9.6,13.2,2,172,71,"No",9,"Male",69,"Legally married",3,"Yes"
60,5,300,4,5,7,1,1,2,1,2,0,0,3,0,0,0,0,"Yes",6,4,1,4,"Yes",3,3,3,6,2,"No",2,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",2,3,3,4,4,3,3,6,11.5,NA,2,173,115,"No",5,"Male",46,"Living with my partner - not legally recognised",3,"Yes"
60,5,600,6,8,7,2,3,2,3,2,3,6,8,3,3,4,5,"Yes",9,6,4,3,"No",3,4,1,7,7,"Yes",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,7,3,6,2,3,5,20,39.6,2,150,50,"No",9,"Female",41,"Living with my partner - not legally recognised",4,"Yes"
300,1,NA,7,5,9,1,1,1,1,1,0,0,5,0,0,0,0,"No",10,6,3,1,"No",3,3,1,8,8,"No",3,1,1,"No","No","Yes",NA,"Yes","No","Yes",7,1,10,2,2,0,1,1,NA,NA,0,163,79,"No",7,"Female",68,NA,5,"Yes"
30,5,390,4,6,1,3,2,3,2,3,4,5,7,5,6,8,8,"Not eligible to vote",4,6,4,3,"No",3,4,1,6,4,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,2,6,6,5,3,1,3,10,30,1,170,60,"No",4,"Male",19,NA,5,"Yes"
60,5,60,7,7,5,3,3,3,3,3,8,8,8,6,5,8,8,"Yes",7,6,4,3,"Yes",3,3,2,8,10,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",10,5,8,7,7,4,3,6,10,22.8,3,180,77,"No",7,"Male",62,"Legally married",4,"Yes"
4,5,150,8,9,7,2,3,4,2,4,4,4,6,2,4,6,6,"Not eligible to vote",9,6,6,2,"No",4,4,1,4,7,"Yes",2,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,2,5,3,4,4,1,4,73.2,19.6,2,181,72,"No",9,"Male",21,NA,4,"Yes"
5,5,600,7,7,6,2,3,2,2,2,7,7,10,5,5,6,7,"Yes",9,5,4,2,"No",3,4,1,10,8,"No",3,1,1,"No","Yes","Yes",NA,"Yes","No","Yes",8,3,8,3,3,0,1,1,NA,NA,0,179,80,"No",9,"Male",39,"Legally married",5,"Yes"
60,5,0,7,8,7,4,1,3,5,3,4,4,8,5,7,4,7,"Yes",8,6,4,5,"No",3,4,1,5,5,"Yes",7,2,6,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,4,7,7,5,3,3,6,9.6,40,4,180,105,"No",8,"Male",79,"Legally married",4,"Yes"
45,5,360,7,6,3,3,3,2,2,1,2,4,6,1,1,0,1,"Yes",7,5,4,3,"No",3,4,1,7,10,"Yes",6,3,1,"No","No","No",1989,"Yes","No","No",7,4,6,5,5,2,2,5,0,39.6,2,170,77,"No",8,"Female",53,"Legally married",4,"Yes"
15,5,240,6,6,8,2,2,3,3,2,7,6,7,5,5,7,7,"Yes",7,4,3,3,"No",3,3,1,6,5,"No",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,7,3,5,7,3,4,6.6,13.2,2,161,60,"No",7,"Female",32,"Legally married",4,"Yes"
60,5,120,4,2,2,2,1,2,2,1,2,8,5,2,2,5,5,"Yes",8,5,4,2,"No",3,5,1,8,8,"Yes",10,5,6,"No","Yes","No",1978,"Yes","No","No",5,4,8,5,5,2,1,6,21.1,21.1,4,170,74,"No",8,"Male",79,"Living with my partner - not legally recognised",5,"Yes"
10,2,NA,7,6,3,2,2,3,2,3,4,3,3,2,1,2,2,"Yes",6,3,3,5,"No",4,3,1,5,5,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","No",9,5,3,5,5,7,5,7,30,39.6,4,166,68,"Yes",5,"Female",55,"Living with my partner - not legally recognised",2,"Yes"
90,5,180,7,7,4,3,2,2,2,1,6,8,8,3,2,7,7,"Yes",6,4,1,1,"No",4,3,2,6,8,"No",5,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,4,5,6,5,7,3,5,0,57.6,3,193,85,"Yes",6,"Male",40,"Living with my partner - legally recognised",3,"Yes"
60,4,90,2,3,4,3,3,2,2,3,4,6,8,2,3,3,4,"Yes",8,5,3,3,"No",3,3,3,8,6,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,5,5,5,5,5,3,23.2,0,3,175,78,"Yes",7,"Female",62,"Legally married",3,"Yes"
60,5,360,7,6,5,3,2,3,2,3,5,7,8,4,4,2,3,"Yes",9,6,4,3,"No",3,4,1,7,5,"No",5,1,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,8,5,7,2,3,6,9.6,39.6,3,185,93,"Yes",9,"Male",46,"Legally married",4,"Yes"
60,5,150,3,6,4,2,3,1,3,1,8,8,7,8,6,7,7,"Yes",8,2,1,2,"No",4,4,1,9,8,"Yes",8,2,6,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,8,5,5,2,1,2,0,99.7,1,168,60,"No",8,"Female",73,NA,5,"Yes"
40,5,30,7,6,3,2,2,1,2,2,5,7,7,3,3,5,5,"Yes",9,4,2,3,"Yes",4,5,1,8,6,"Yes",6,3,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,8,5,4,4,1,6,91.2,63.7,2,178,85,"No",9,"Male",41,"Legally married",5,"Yes"
60,5,60,4,6,5,3,2,1,1,1,4,4,7,4,4,5,5,"Yes",8,6,1,3,"No",3,4,1,7,7,"Yes",6,2,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,8,5,5,7,1,6,13.2,52.8,4,167,84,"No",8,"Male",86,NA,5,"Yes"
20,5,40,10,10,9,3,2,2,2,3,7,6,7,6,5,7,NA,"Yes",9,6,5,2,"No",4,5,1,8,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,6,6,6,7,1,6,9.6,13.2,3,168,60,"No",9,"Female",31,"Living with my partner - legally recognised",5,"Yes"
20,5,20,8,8,3,3,1,2,1,1,0,2,5,0,0,2,8,"Yes",9,5,2,NA,"No",4,4,1,1,8,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",10,5,8,3,5,1,1,6,26.4,39.6,1,169,75,"No",9,"Male",64,"Living with my partner - not legally recognised",6,"Yes"
120,5,600,8,5,7,2,3,1,2,1,5,5,9,5,5,8,5,"Not eligible to vote",9,4,3,3,"No",4,3,1,5,8,"Yes",10,3,7,"Yes","No","No",2016,"No","No","No",4,3,5,6,5,4,1,1,NA,NA,0,178,70,"No",10,"Male",19,NA,4,"No"
90,5,90,8,9,5,2,2,1,2,3,2,6,6,1,0,4,5,"No",8,4,4,2,"No",3,4,1,2,9,"Yes",4,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",10,4,7,6,5,3,1,4,13.2,13.2,1,172,71,"Yes",8,"Female",58,NA,2,"Yes"
240,4,30,5,5,3,2,3,4,4,3,5,7,5,7,6,8,8,"Yes",6,6,2,3,"No",3,4,3,8,8,"Yes",6,2,6,"Yes","Yes","No",1967,"Yes","No","Yes",8,4,8,6,7,0,6,4,13.2,13.2,1,173,71,"No",6,"Female",59,NA,4,"Yes"
15,5,210,7,8,6,1,2,1,2,1,1,7,7,2,2,6,6,"Yes",7,6,5,4,"No",4,2,3,7,8,"No",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,7,7,5,0,1,5,10,6.6,3,165,62,"No",7,"Female",51,"Legally married",4,"Yes"
90,5,390,4,5,5,3,3,3,3,3,7,7,6,7,8,7,7,"Yes",8,6,2,4,"No",4,5,1,7,8,"Yes",9,4,5,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",8,5,8,4,7,1,2,1,NA,NA,0,182,65,"No",8,"Male",22,NA,5,"Yes"
60,3,NA,3,6,5,2,1,1,2,1,1,3,9,6,6,4,5,"Yes",9,6,3,3,"No",1,3,2,8,6,"No",5,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,5,5,4,5,2,1,5,10,26.4,3,171,85,"Yes",8,"Female",74,NA,6,"Yes"
30,5,NA,0,4,1,1,2,1,3,1,2,5,8,2,0,1,0,"Yes",9,7,1,1,"No",2,3,2,7,6,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,2,8,7,5,2,3,2,10,0,1,164,77,"No",5,"Female",48,NA,5,"Yes"
0,5,60,2,5,5,2,1,1,1,2,3,2,5,5,3,6,5,"Yes",10,6,4,4,"Yes",2,3,3,10,10,"Yes",10,3,4,"No","Yes","Yes",NA,"Yes","No","No",2,3,8,6,5,2,1,4,10,22.3,1,NA,NA,"No",10,"Female",55,"Legally married",4,"Yes"
60,3,NA,9,8,7,2,3,1,3,1,5,8,9,6,6,7,7,"Yes",7,6,3,2,"No",2,3,2,7,4,"Yes",8,5,6,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,7,6,3,5,3,4,13.2,98.4,1,170,78,"No",7,"Female",68,"Legally married",5,"Yes"
0,5,30,6,6,5,2,2,1,3,1,7,9,9,7,6,7,7,"Yes",8,5,3,2,"No",3,5,2,9,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,8,5,5,1,1,6,72,72,3,163,63,"No",8,"Female",40,NA,5,"Yes"
120,5,480,3,3,5,2,3,2,2,3,5,5,7,7,7,6,8,"Yes",8,7,6,4,"No",2,4,2,7,7,"No",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,5,8,6,6,7,1,5,0,23.2,4,167,73,"No",8,"Female",60,NA,5,"Yes"
240,5,30,8,8,9,4,2,1,1,1,6,5,7,5,4,4,6,"Yes",7,5,2,1,"No",3,3,2,8,8,"No",7,1,1,"No","Yes","Yes",NA,"No","No","Yes",7,4,7,5,5,0,3,7,13.2,13.2,5,157,56,"No",5,"Female",66,NA,6,"Yes"
5,5,120,6,5,6,1,1,1,1,1,6,7,8,5,5,6,6,"Yes",8,6,3,3,"No",3,4,2,7,7,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,3,6,6,6,1,1,4,6.6,78.6,2,165,67,"Yes",7,"Female",34,"Living with my partner - legally recognised",6,"Yes"
